worker_id,score
A3U2JYOA9A0BWV,1
A3IOP5KRWUUQWM,1
A1CHC8M7CWC254,1
AXBBXKSC9VFSW,1
AVRFWBHLAXWA5,1
A1OBB3PWYWK9KK,1
A1G187YBG0DVMQ,1
A2BZY06YRWGEDL,1
A28DBP4JXHH9XV,1
AJDHPRCJ985C7,1
A1FM4MRWP04RYL,1
AU6MY1IDTX9OZ,1
A1Y6V0OVEUTE8S,1
AVN5PGOPRZS69,1
A3AN6Q3JPCFPI,1
A1143GKN5T807X,1
A2I0PRN7JKYRHQ,1
A4SC8G0149GEG,1
ACBKFPQTUZUH5,1
A2CGPH31IOB737,1
A1EXPWDFVSRFZM,1
A38B4D77IBEBTV,1
A1P3HHEXWNLJMP,1
A3NX1SYN0N1H5M,1
A30CGO77OY7WP0,1
A22ZZDJJKHNAWS,1
A2MC2BOYNK6308,1
AMX5R6NLYNA2K,1
A2H8COLIKXJRI1,1
A2R9505R4TPC8G,1
A31Y6GE7HBZZ54,1
A3415FKWLN1BEM,1
A1CB72B51L7TKE,1
A1XVNWOWUMXGVA,1
AVQGY7FCU80XP,1
A1LK72MZIUGXT8,1
A14KUNSIITFNFS,1
A3O7FP6AOYOXT6,1
A7C6O7C42HU7Q,1
A1B9H14AV44C0G,1
A2NKW6JBEM4LL4,1
A3CD3C99T8S6ON,1
A1M9CV85BU3AML,1
A1F5D3EOKNRVWT,1
A2WGW5Y3ZFBDEC,1
A33ABWLYG0EN6W,1
A2QL10WIANBBFS,1
A2HJL94LFT7E4W,1
A39KJNWAFOD7N1,1
A1BL5FNX4Q0E0X,1
A2U8IBLKZ3K6AY,1
AGN2WNWU7JSYF,1
A2FG1X6DQT1MSK,1
A3PE20PVSRKCLA,1
A2D28BVEFUUTMO,1
A1K9KPURMXZHUZ,1
A37674TUT256SS,1
A2IC4IMH7G9UKU,1
A3GJPHFUCNBO8J,1
A2GOYSTIL3LOV1,1
A1N1ULK71RHVMM,1
A3RIRUMQ2CYHZA,1
A3IQ9V1JSB2RJO,1
AA435DK6ZPOZU,1
A3HJ1RFM8ZYNGZ,1
A37JR1K53GSXZ6,1
A7SW6SVNJ5V6O,1
AVZ76FUE8VET9,1
A3P7AXWF57BHNX,1
A3CDLCUMPJONDI,1
A34NDXO56MBC3D,1
A2G7TP0C5413ZU,1
AFN718J1G5QXE,1
A1OSBPDYPJU3BX,1
A3VI0LAEGLR4AN,1
A3DI3M012XGD,1
A1VFSNVFK883XU,1
AKR9067Q09RZS,1
A3O42Z2EIHHZ2G,1
A1B13TN1OQRI0K,1
A34E7XH0NH9MKY,1
A31PCN2LP7DP8I,1
A2VLTSW6CXIUMR,1
A32868DVT5NSX6,1
A3FH0KF9VYJCYI,1
A2PE32I58ANCDD,1
A2WC8C5H4HJJMC,1
A1YKLJ89XT1YZK,1
A5Z0QUBMH9HY4,1
A3U0CSC7FMOQUN,1
A3VZUPCZB4Q9XW,1
A1S6TJNDDYDGR3,1
A26DM1BK82SR8U,1
A3J84UA7THFJGI,1
A377XK6IL7G4YH,1
